,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_broad_sample.1,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,average_precision,p_value
103,S-C-7314-04-CMP-001,trt,BRD-K44227013-001-15-9,2.6628,5.0,DMSO,K44227013,BRD-K44227013-001-08-0,ponatinib,Bcr-Abl kinase inhibitor,BR00122249,E08,9,709,709,709,709,2023_08_02_Batch5,1.0,0.00059994
104,S-C-7314-04-CMP-001,trt,BRD-K85606544-001-07-5,2.7852,5.0,DMSO,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,BR00122249,E09,9,1878,1878,1878,1878,2023_08_02_Batch5,1.0,0.00059994
105,S-C-7314-04-CMP-001,trt,BRD-K13094524-001-10-9,1.7369,5.0,DMSO,K13094524,BRD-K13094524-001-04-2,PFI-1,bromodomain inhibitor,BR00122249,E10,9,3541,3541,3541,3541,2023_08_02_Batch5,1.0,0.00059994
106,S-C-7314-04-CMP-001,trt,BRD-K83607951-001-04-9,2.1271,5.0,DMSO,K83607951,BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,BR00122249,E11,9,3192,3192,3192,3192,2023_08_02_Batch5,1.0,0.00059994
107,S-C-7314-04-CMP-001,trt,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122249,E12,9,344,344,344,344,2023_08_02_Batch5,1.0,0.00059994
108,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,E13,9,3883,3883,3883,3883,2023_08_02_Batch5,,1.0
109,S-C-7314-04-CMP-001,trt,BRD-K76908866-001-08-9,2.3477,5.0,DMSO,K76908866,BRD-K76908866-001-07-6,CP-724714,EGFR inhibitor,BR00122249,E14,9,3766,3766,3766,3766,2023_08_02_Batch5,1.0,0.00059994
110,S-C-7314-04-CMP-001,trt,BRD-K24696047-001-03-9,2.1978,5.0,DMSO,K24696047,BRD-K24696047-001-02-3,NVP-AEW541,IGF-1 inhibitor,BR00122249,E15,9,2830,2830,2830,2830,2023_08_02_Batch5,1.0,0.00059994
111,S-C-7314-04-CMP-001,trt,BRD-K54759182-003-09-8,1.6595,5.0,DMSO,K54759182,BRD-K54759182-003-08-0,dosulepin,tricyclic antidepressant,BR00122249,E16,9,3922,3922,3922,3922,2023_08_02_Batch5,1.0,0.00059994
112,S-C-7314-04-CMP-001,trt,BRD-K84937637-001-21-9,4.5709,5.0,DMSO,K84937637,BRD-K84937637-001-11-5,sirolimus,mTOR inhibitor,BR00122249,E17,9,2577,2577,2577,2577,2023_08_02_Batch5,1.0,0.00059994
113,S-C-7314-04-CMP-001,trt,BRD-K88677950-001-04-9,2.3812,5.0,DMSO,K88677950,BRD-K88677950-001-03-9,PD-198306,MAP kinase inhibitor,BR00122249,E18,9,3762,3762,3762,3762,2023_08_02_Batch5,0.7000000000000001,0.00959904
114,S-C-7314-04-CMP-001,trt,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122249,E19,9,432,432,432,432,2023_08_02_Batch5,1.0,0.00059994
115,S-C-7314-04-CMP-001,trt,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122249,E20,9,1448,1448,1448,1448,2023_08_02_Batch5,1.0,0.00059994
116,S-C-7314-04-CMP-001,trt,BRD-K69023402-001-03-3,0.2167,0.333,DMSO,K69023402,BRD-K69023402-001-07-4,Thapsigargin,ER stressor (SERCA inhibitor),BR00122249,E21,9,265,265,265,265,2023_08_02_Batch5,1.0,0.00059994
117,S-C-7314-04-CMP-001,trt,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122249,E22,9,2498,2498,2498,2498,2023_08_02_Batch5,1.0,0.00059994
118,S-C-7314-04-CMP-001,trt,BRD-K32730239-001-03-9,1.3065,5.0,DMSO,K32730239,BRD-K32730239-001-01-0,SU3327,JNK inhibitor,BR00122249,E23,9,3046,3046,3046,3046,2023_08_02_Batch5,0.1055035650623886,0.84931505
119,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,E24,9,4136,4136,4136,4136,2023_08_02_Batch5,,1.0
120,S-C-7314-04-CMP-001,trt,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122249,F01,9,3351,3351,3351,3351,2023_08_02_Batch5,1.0,0.00059994
121,S-C-7314-04-CMP-001,trt,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122249,F02,9,4129,4129,4129,4129,2023_08_02_Batch5,0.42628205128205127,0.09429057
122,S-C-7314-04-CMP-001,trt,BRD-K86718786-001-03-9,1.4917,5.0,DMSO,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,BR00122249,F03,9,4038,4038,4038,4038,2023_08_02_Batch5,0.3588235294117647,0.13948604
123,S-C-7314-04-CMP-001,trt,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122249,F04,9,531,531,531,531,2023_08_02_Batch5,1.0,0.00059994
124,S-C-7314-04-CMP-001,trt,BRD-K56301217-001-02-5,4.0671,5.0,DMSO,K56301217,BRD-K56301217-001-07-4,ABT-737,BCL inhibitor,BR00122249,F05,9,2937,2937,2937,2937,2023_08_02_Batch5,1.0,0.00059994
125,S-C-7314-04-CMP-001,trt,BRD-K70642949-001-06-9,2.313,5.0,DMSO,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,BR00122249,F06,9,2891,2891,2891,2891,2023_08_02_Batch5,1.0,0.00059994
126,S-C-7314-04-CMP-001,trt,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122249,F07,9,3868,3868,3868,3868,2023_08_02_Batch5,0.6555555555555556,0.01089891
127,S-C-7314-04-CMP-001,trt,BRD-A22769835-300-05-7,1.9389,5.0,DMSO,A22769835,BRD-A22769835-300-05-7,homochlorcyclizine,antihistamine,BR00122249,F08,9,4039,4039,4039,4039,2023_08_02_Batch5,1.0,0.00059994
128,S-C-7314-04-CMP-001,trt,BRD-K94455792-001-01-8,2.7432,5.0,DMSO,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,BR00122249,F09,9,2698,2698,2698,2698,2023_08_02_Batch5,1.0,0.00059994
129,S-C-7314-04-CMP-001,trt,BRD-K12737986-001-01-4,1.2215,5.0,DMSO,K12737986,BRD-K12737986-001-01-4,veliparib,PARP inhibitor,BR00122249,F10,9,3775,3775,3775,3775,2023_08_02_Batch5,0.10327635327635327,0.8662134
130,S-C-7314-04-CMP-001,trt,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122249,F11,9,653,653,653,653,2023_08_02_Batch5,1.0,0.00059994
131,S-C-7314-04-CMP-001,trt,BRD-K66401437-001-03-3,2.8303,5.0,DMSO,K66401437,BRD-K66401437-001-03-3,THZ1,CDK inhibitor,BR00122249,F12,9,285,285,285,285,2023_08_02_Batch5,0.3833333333333333,0.13038696
132,S-C-7314-04-CMP-001,trt,BRD-K21728777-001-03-9,2.5179,5.0,DMSO,K21728777,BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,BR00122249,F13,9,935,935,935,935,2023_08_02_Batch5,1.0,0.00059994
133,S-C-7314-04-CMP-001,trt,BRD-K85606544-001-07-5,2.7852,5.0,DMSO,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,BR00122249,F14,9,1825,1825,1825,1825,2023_08_02_Batch5,1.0,0.00059994
134,S-C-7314-04-CMP-001,trt,BRD-K13606314-001-02-9,1.7411,5.0,DMSO,K13606314,BRD-K13606314-001-01-3,P5091,ubiquitin specific protease inhibitor,BR00122249,F15,9,3939,3939,3939,3939,2023_08_02_Batch5,0.1384032634032634,0.62843716
135,S-C-7314-04-CMP-001,trt,BRD-K82164249-001-03-5,2.2068,5.0,DMSO,K82164249,BRD-K82164249-001-03-5,andarine,androgen receptor modulator,BR00122249,F16,9,4129,4129,4129,4129,2023_08_02_Batch5,0.3158730158730159,0.16518348
136,S-C-7314-04-CMP-001,trt,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122249,F17,9,3590,3590,3590,3590,2023_08_02_Batch5,1.0,0.00059994
137,S-C-7314-04-CMP-001,trt,BRD-K37379014-001-02-0,2.1024,5.0,DMSO,K37379014,BRD-K37379014-001-01-2,filanesib,kinesin inhibitor,BR00122249,F18,9,644,644,644,644,2023_08_02_Batch5,1.0,0.00059994
138,S-C-7314-04-CMP-001,trt,BRD-K83607951-001-04-9,2.1271,5.0,DMSO,K83607951,BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,BR00122249,F19,9,3768,3768,3768,3768,2023_08_02_Batch5,0.8666666666666667,0.00109989
139,S-C-7314-04-CMP-001,trt,BRD-K88677950-001-04-9,2.3812,5.0,DMSO,K88677950,BRD-K88677950-001-03-9,PD-198306,MAP kinase inhibitor,BR00122249,F20,9,3703,3703,3703,3703,2023_08_02_Batch5,0.6428571428571429,0.01119888
140,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,F21,9,4332,4332,4332,4332,2023_08_02_Batch5,,1.0
141,S-C-7314-04-CMP-001,trt,BRD-K17953061-001-05-1,0.012596,0.027,DMSO,K17953061,BRD-K17953061-001-14-3,Staurosporine,Apoptosis inducer (ATP-competitive kinase inhibitor),BR00122249,F22,9,1049,1049,1049,1049,2023_08_02_Batch5,1.0,0.00059994
142,S-C-7314-04-CMP-001,trt,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122249,F23,9,3109,3109,3109,3109,2023_08_02_Batch5,1.0,0.00059994
143,S-C-7314-04-CMP-001,trt,BRD-K23383398-001-08-1,2.4067,5.0,DMSO,K23383398,BRD-K23383398-001-09-9,T-0901317,LXR agonist,BR00122249,F24,9,3536,3536,3536,3536,2023_08_02_Batch5,1.0,0.00059994
144,S-C-7314-04-CMP-001,trt,BRD-K86718786-001-03-9,1.4917,5.0,DMSO,K86718786,BRD-K86718786-001-03-9,SGC-707,protein arginine N-methyltransferase inhibitor,BR00122249,G01,9,3791,3791,3791,3791,2023_08_02_Batch5,0.3547008547008547,0.14158584
145,S-C-7314-04-CMP-001,trt,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122249,G02,9,4069,4069,4069,4069,2023_08_02_Batch5,1.0,0.00059994
146,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,G03,9,3868,3868,3868,3868,2023_08_02_Batch5,,1.0
147,S-C-7314-04-CMP-001,trt,BRD-K72951360-001-02-9,3.6182,5.0,DMSO,K72951360,BRD-K72951360-001-01-4,valrubicin,DNA inhibitor,BR00122249,G04,9,545,545,545,545,2023_08_02_Batch5,1.0,0.00059994
148,S-C-7314-04-CMP-001,trt,BRD-K53665955-001-05-9,2.3097,5.0,DMSO,K53665955,BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,BR00122249,G05,9,2865,2865,2865,2865,2023_08_02_Batch5,1.0,0.00059994
149,S-C-7314-04-CMP-001,trt,BRD-K82164249-001-03-5,2.2068,5.0,DMSO,K82164249,BRD-K82164249-001-03-5,andarine,androgen receptor modulator,BR00122249,G06,9,3776,3776,3776,3776,2023_08_02_Batch5,0.5714285714285715,0.02059794
150,S-C-7314-04-CMP-001,trt,BRD-K06182768-001-02-3,1.6472,5.0,DMSO,K06182768,BRD-K06182768-001-06-4,A-366,histone lysine methyltransferase inhibitor,BR00122249,G07,9,3859,3859,3859,3859,2023_08_02_Batch5,1.0,0.00059994
151,S-C-7314-04-CMP-001,trt,BRD-K62391742-001-19-9,4.3422,5.0,DMSO,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,BR00122249,G08,9,3936,3936,3936,3936,2023_08_02_Batch5,1.0,0.00059994
152,S-C-7314-04-CMP-001,trt,BRD-K60130390-001-02-1,2.7335,5.0,DMSO,K60130390,BRD-K60130390-001-02-1,UNC0642,histone lysine methyltransferase inhibitor,BR00122249,G09,9,3783,3783,3783,3783,2023_08_02_Batch5,1.0,0.00059994
153,S-C-7314-04-CMP-001,trt,BRD-K00818915-001-02-9,1.7613,5.0,DMSO,K00818915,BRD-K00818915-003-01-8,SHP099,protein tyrosine kinase inhibitor,BR00122249,G10,9,4791,4791,4791,4791,2023_08_02_Batch5,1.0,0.00059994
154,S-C-7314-04-CMP-001,trt,BRD-K61397605-001-04-2,2.7035,5.0,DMSO,K61397605,BRD-K61397605-001-07-5,romidepsin,HDAC inhibitor,BR00122249,G11,9,659,659,659,659,2023_08_02_Batch5,1.0,0.00059994
155,S-C-7314-04-CMP-001,trt,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122249,G12,9,4003,4003,4003,4003,2023_08_02_Batch5,0.19000000000000003,0.39926007
156,S-C-7314-04-CMP-001,trt,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122249,G13,9,4172,4172,4172,4172,2023_08_02_Batch5,0.20952380952380953,0.3450655
157,S-C-7314-04-CMP-001,trt,BRD-K61688984-001-04-5,1.812,5.0,DMSO,K61688984,BRD-K61688984-001-02-9,RGFP966,HDAC inhibitor,BR00122249,G14,9,2511,2511,2511,2511,2023_08_02_Batch5,1.0,0.00059994
158,S-C-7314-04-CMP-001,trt,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122249,G15,9,3521,3521,3521,3521,2023_08_02_Batch5,1.0,0.00059994
159,S-C-7314-04-CMP-001,trt,BRD-K66430217-001-05-9,1.6909,5.0,DMSO,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,BR00122249,G16,9,4207,4207,4207,4207,2023_08_02_Batch5,0.2106060606060606,0.34066594
160,S-C-7314-04-CMP-001,trt,BRD-K75009076-001-04-9,1.8813,5.0,DMSO,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,BR00122249,G17,9,785,785,785,785,2023_08_02_Batch5,1.0,0.00059994
161,S-C-7314-04-CMP-001,trt,BRD-K38627885-001-01-9,2.0674,5.0,DMSO,K38627885,BRD-K38627885-001-01-9,APY0201,phosphoinositide dependent kinase inhibitor,BR00122249,G18,9,1997,1997,1997,1997,2023_08_02_Batch5,1.0,0.00059994
162,S-C-7314-04-CMP-001,trt,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122249,G19,9,3640,3640,3640,3640,2023_08_02_Batch5,0.13434343434343435,0.6521348
163,S-C-7314-04-CMP-001,trt,BRD-K87632963-001-05-9,2.0918,5.0,DMSO,K87632963,BRD-K87632963-001-05-9,GNF-5,Bcr-Abl kinase inhibitor,BR00122249,G20,9,3972,3972,3972,3972,2023_08_02_Batch5,0.9166666666666666,0.00079992
164,S-C-7314-04-CMP-001,trt,BRD-K49669041-001-10-9,2.3568,5.0,DMSO,K49669041,BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,BR00122249,G21,9,1460,1460,1460,1460,2023_08_02_Batch5,1.0,0.00059994
165,S-C-7314-04-CMP-001,trt,BRD-A22769835-300-05-7,1.9389,5.0,DMSO,A22769835,BRD-A22769835-300-05-7,homochlorcyclizine,antihistamine,BR00122249,G22,9,3979,3979,3979,3979,2023_08_02_Batch5,1.0,0.00059994
166,S-C-7314-04-CMP-001,trt,BRD-K86118762-001-05-9,2.1075,5.0,DMSO,K86118762,BRD-K86118762-001-08-9,linsitinib,IGF-1 inhibitor,BR00122249,G23,9,3129,3129,3129,3129,2023_08_02_Batch5,1.0,0.00059994
167,S-C-7314-04-CMP-001,trt,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122249,G24,9,3822,3822,3822,3822,2023_08_02_Batch5,0.4047619047619047,0.12058794
168,S-C-7314-04-CMP-001,trt,BRD-K50055394-001-04-9,2.0844,5.0,DMSO,K50055394,BRD-K50055394-001-03-6,halopemide,phospholipase inhibitor,BR00122249,H01,9,3769,3769,3769,3769,2023_08_02_Batch5,0.6388888888888888,0.01269873
169,S-C-7314-04-CMP-001,trt,BRD-K25433859-003-03-1,1.5693,5.0,DMSO,K25433859,BRD-K25433859-003-23-9,maprotiline,tricyclic antidepressant,BR00122249,H02,9,3659,3659,3659,3659,2023_08_02_Batch5,1.0,0.00059994
170,S-C-7314-04-CMP-001,trt,BRD-K53972329-001-12-9,1.5318,5.0,DMSO,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,BR00122249,H03,9,3874,3874,3874,3874,2023_08_02_Batch5,0.8666666666666667,0.00109989
171,S-C-7314-04-CMP-001,trt,BRD-K91900765-001-09-9,2.1813,5.0,DMSO,K91900765,BRD-K91900765-001-08-4,VX-745,p38 MAPK inhibitor,BR00122249,H04,9,3871,3871,3871,3871,2023_08_02_Batch5,0.32072829131652664,0.16038395
172,S-C-7314-04-CMP-001,trt,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122249,H05,9,3215,3215,3215,3215,2023_08_02_Batch5,1.0,0.00059994
173,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122249,H06,9,3892,3892,3892,3892,2023_08_02_Batch5,,1.0
174,S-C-7314-04-CMP-001,trt,BRD-K39520573-001-01-2,2.6047,5.0,DMSO,K39520573,BRD-K39520573-001-03-8,GW-5074,RAF inhibitor,BR00122249,H07,9,4024,4024,4024,4024,2023_08_02_Batch5,1.0,0.00059994
175,S-C-7314-04-CMP-001,trt,BRD-K73397362-001-09-9,2.6031,5.0,DMSO,K73397362,BRD-K73397362-001-06-6,purmorphamine,smoothened receptor agonist,BR00122249,H08,9,3719,3719,3719,3719,2023_08_02_Batch5,1.0,0.00059994
176,S-C-7314-04-CMP-001,trt,BRD-K45909031-001-03-9,2.4849,5.0,DMSO,K45909031,BRD-K45909031-001-01-5,WZ4003,AMPK inhibitor,BR00122249,H09,9,3480,3480,3480,3480,2023_08_02_Batch5,1.0,0.00059994
177,S-C-7314-04-CMP-001,trt,BRD-K53972329-001-12-9,1.5318,5.0,DMSO,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,BR00122249,H10,9,3894,3894,3894,3894,2023_08_02_Batch5,0.7000000000000001,0.00959904
178,S-C-7314-04-CMP-001,trt,BRD-K70446295-001-04-9,1.9172,5.0,DMSO,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,BR00122249,H11,9,3684,3684,3684,3684,2023_08_02_Batch5,0.8666666666666667,0.00109989
179,S-C-7314-04-CMP-001,trt,BRD-K16189898-001-26-9,2.3267,5.0,DMSO,K16189898,BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,BR00122249,H12,9,3476,3476,3476,3476,2023_08_02_Batch5,1.0,0.00059994
180,S-C-7314-04-CMP-001,trt,BRD-K16803204-001-02-9,2.1275,5.0,DMSO,K16803204,BRD-K16803204-001-01-6,filgotinib,JAK inhibitor,BR00122249,H13,9,3583,3583,3583,3583,2023_08_02_Batch5,0.23164983164983166,0.29937005
181,S-C-7314-04-CMP-001,trt,BRD-K06182768-001-02-3,1.6472,5.0,DMSO,K06182768,BRD-K06182768-001-06-4,A-366,histone lysine methyltransferase inhibitor,BR00122249,H14,9,3769,3769,3769,3769,2023_08_02_Batch5,0.8666666666666667,0.00109989
182,S-C-7314-04-CMP-001,trt,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122249,H15,9,4041,4041,4041,4041,2023_08_02_Batch5,0.1638888888888889,0.49515048
183,S-C-7314-04-CMP-001,trt,BRD-K87632963-001-05-9,2.0918,5.0,DMSO,K87632963,BRD-K87632963-001-05-9,GNF-5,Bcr-Abl kinase inhibitor,BR00122249,H16,9,3883,3883,3883,3883,2023_08_02_Batch5,1.0,0.00059994
184,S-C-7314-04-CMP-001,trt,BRD-K86118762-001-05-9,2.1075,5.0,DMSO,K86118762,BRD-K86118762-001-08-9,linsitinib,IGF-1 inhibitor,BR00122249,H17,9,2901,2901,2901,2901,2023_08_02_Batch5,1.0,0.00059994
185,S-C-7314-04-CMP-001,trt,BRD-K13094524-001-10-9,1.7369,5.0,DMSO,K13094524,BRD-K13094524-001-04-2,PFI-1,bromodomain inhibitor,BR00122249,H18,9,3956,3956,3956,3956,2023_08_02_Batch5,1.0,0.00059994
186,S-C-7314-04-CMP-001,trt,BRD-K04923131-001-17-9,1.7809,5.0,DMSO,K04923131,BRD-K04923131-001-15-4,GSK-3-inhibitor-IX,glycogen synthase kinase inhibitor,BR00122249,H19,9,1599,1599,1599,1599,2023_08_02_Batch5,1.0,0.00059994
187,S-C-7314-04-CMP-001,trt,BRD-K86118762-001-05-9,2.1075,5.0,DMSO,K86118762,BRD-K86118762-001-08-9,linsitinib,IGF-1 inhibitor,BR00122249,H20,9,3030,3030,3030,3030,2023_08_02_Batch5,1.0,0.00059994
188,S-C-7314-04-CMP-001,trt,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122249,H21,9,2480,2480,2480,2480,2023_08_02_Batch5,1.0,0.00059994
189,S-C-7314-04-CMP-001,trt,BRD-K16803204-001-02-9,2.1275,5.0,DMSO,K16803204,BRD-K16803204-001-01-6,filgotinib,JAK inhibitor,BR00122249,H22,9,4022,4022,4022,4022,2023_08_02_Batch5,0.3277777777777778,0.15418458
190,S-C-7314-04-CMP-001,trt,BRD-K83192048-050-01-9,2.0425,5.0,DMSO,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,BR00122249,H23,9,3999,3999,3999,3999,2023_08_02_Batch5,1.0,0.00059994
191,S-C-7314-04-CMP-001,trt,BRD-K03063480-001-08-9,2.0974,5.0,DMSO,K03063480,BRD-K03063480-001-06-6,PF-477736,CHK inhibitor,BR00122249,H24,9,336,336,336,336,2023_08_02_Batch5,1.0,0.00059994
192,S-C-7314-04-CMP-001,trt,BRD-K99092662-001-02-9,1.5286,5.0,DMSO,K99092662,BRD-K99092662-001-01-1,PS178990,androgen receptor modulator,BR00122249,I01,9,3721,3721,3721,3721,2023_08_02_Batch5,0.1138755980861244,0.790221
193,S-C-7314-04-CMP-001,trt,BRD-K33818169-003-04-6,3.0926,5.0,DMSO,K33818169,BRD-K33818169-003-04-6,GW-3965,LXR agonist,BR00122249,I02,9,3966,3966,3966,3966,2023_08_02_Batch5,0.6805555555555555,0.01039896
194,S-C-7314-04-CMP-001,trt,BRD-K20290250-001-03-9,2.0624,5.0,DMSO,K20290250,BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,BR00122249,I03,9,3933,3933,3933,3933,2023_08_02_Batch5,1.0,0.00059994
195,S-C-7314-04-CMP-001,trt,BRD-K53972329-001-12-9,1.5318,5.0,DMSO,K53972329,BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,BR00122249,I04,9,3894,3894,3894,3894,2023_08_02_Batch5,0.9166666666666666,0.00079992
196,S-C-7314-04-CMP-001,trt,BRD-K70642949-001-06-9,2.313,5.0,DMSO,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,BR00122249,I05,9,2909,2909,2909,2909,2023_08_02_Batch5,1.0,0.00059994
197,S-C-7314-04-CMP-001,trt,BRD-K19871656-001-01-3,1.8291,5.0,DMSO,K19871656,BRD-K19871656-001-01-3,CPI-0610,bromodomain inhibitor,BR00122249,I06,9,3078,3078,3078,3078,2023_08_02_Batch5,1.0,0.00059994
198,S-C-7314-04-CMP-001,trt,BRD-K12511835-003-03-9,1.6309,5.0,DMSO,K12511835,BRD-K12511835-003-01-2,BMS-863233,CDC inhibitor,BR00122249,I07,9,3242,3242,3242,3242,2023_08_02_Batch5,1.0,0.00059994
199,S-C-7314-04-CMP-001,trt,BRD-K69023402-001-03-3,0.2167,0.333,DMSO,K69023402,BRD-K69023402-001-07-4,Thapsigargin,ER stressor (SERCA inhibitor),BR00122249,I08,9,296,296,296,296,2023_08_02_Batch5,1.0,0.00059994
200,S-C-7314-04-CMP-001,trt,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122249,I09,9,3685,3685,3685,3685,2023_08_02_Batch5,0.9166666666666666,0.00079992
201,S-C-7314-04-CMP-001,trt,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122249,I10,9,1936,1936,1936,1936,2023_08_02_Batch5,1.0,0.00059994
202,S-C-7314-04-CMP-001,trt,BRD-K13606314-001-02-9,1.7411,5.0,DMSO,K13606314,BRD-K13606314-001-01-3,P5091,ubiquitin specific protease inhibitor,BR00122249,I11,9,3993,3993,3993,3993,2023_08_02_Batch5,0.08872608872608873,0.96150386
203,S-C-7314-04-CMP-001,trt,BRD-K67578145-001-13-9,1.6719,5.0,DMSO,K67578145,BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BR00122249,I12,9,4267,4267,4267,4267,2023_08_02_Batch5,0.5873015873015873,0.01919808
204,S-C-7314-04-CMP-001,trt,BRD-K66430217-001-05-9,1.6909,5.0,DMSO,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,BR00122249,I13,9,3856,3856,3856,3856,2023_08_02_Batch5,0.3063492063492063,0.17038296
205,S-C-7314-04-CMP-001,trt,BRD-K53665955-001-05-9,2.3097,5.0,DMSO,K53665955,BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,BR00122249,I14,9,2653,2653,2653,2653,2023_08_02_Batch5,0.9166666666666666,0.00079992
206,S-C-7314-04-CMP-001,trt,BRD-K39974922-001-05-9,2.1343,5.0,DMSO,K39974922,BRD-K39974922-001-04-3,lenvatinib,FGFR inhibitor,BR00122249,I15,9,3257,3257,3257,3257,2023_08_02_Batch5,1.0,0.00059994
207,S-C-7314-04-CMP-001,trt,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122249,I16,9,3989,3989,3989,3989,2023_08_02_Batch5,0.5555555555555555,0.02339766
